Genes,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
SYTL2,0.851736,0.480997,0.570543,0.831964,1.0023,0.78619
SYTL3,1.0033,0.571054,0.54089,0.476864,0.442071,0.475708
SYTL4,5.31213,4.21388,4.47647,6.54124,7.28635,6.06146
SYTL5,0.722637,0.399399,0.697707,1.38248,1.66792,1.61196
SYVN1,19.9705,19.9327,21.8204,22.5617,21.4867,22.8221
SZRD1,52.1401,53.1108,54.5459,48.935,47.6809,54.963
SZT2,5.97789,6.86805,6.45005,6.27558,5.30942,5.39718
T,0,0,0,0,0,0
TAAR1,0,0,0,0,0,0.11015
TAAR2,0,0,0,0,0,0
TAAR3,0,0,0,0,0,0
TAAR5,0,0,0,0,0,0
TAAR6,0,0,0,0,0,0
TAAR8,0,0,0,0,0,0
TAAR9,0,0,0,0,0,0
TAB1,13.7644,15.342,13.7432,11.9916,10.2689,11.8582
TAB2,23.7377,24.5475,21.7525,22.4219,25.0191,20.6991
TAB3,4.13702,4.06672,3.8987,4.04014,4.03835,3.59558
TAC1,0.102436,0.106243,0,0.335989,0.691594,0.48331
TAC3,4.71705,7.39484,6.35852,6.56295,8.54572,8.81643
TAC4,0,0.276573,0,0,0,0
TACC1,8.1632,9.18378,7.62181,8.50733,9.00735,8.6118
TACC2,2.91808,3.29402,3.05865,4.59254,3.31368,3.41665
TACC3,21.9218,20.3675,23.0332,13.4519,13.2373,16.0607
TACO1,14.6284,10.0999,12.1213,11.6801,12.6431,12.4408
TACR1,0.773972,0.522902,0.647385,0.650792,0.683996,0.432841
TACR2,0.0410249,0.0902862,0.121662,0,0.0415707,0.0813437
TACR3,0,0,0,0,0,0
TACSTD2,0.048575,0,0.0480176,0.106203,0,0.0481569
TADA1,6.79574,6.1094,6.71775,5.14691,5.49092,4.75571
TADA2A,6.98619,7.19535,7.40984,9.15837,9.52744,7.48568
TADA2B,6.36672,6.90852,6.66516,6.74253,6.54103,7.58308
TADA3,38.3338,37.5116,40.5151,41.8547,41.004,46.8941
TAF1,5.56477,6.45788,4.8897,6.00395,6.85019,6.28981
TAF10,81.0094,78.568,82.4179,65.4494,68.7555,86.1745
TAF11,21.3096,22.3461,22.9801,19.1331,19.0209,18.8745
TAF12,21.8458,20.8518,22.2852,26.4991,26.4816,28.976
TAF13,20.8668,20.2915,22.5462,22.8114,27.7828,30.3092
TAF15,53.4941,48.9793,56.6511,54.4579,54.2028,56.5965
TAF1A,3.81065,2.8575,2.97177,3.38826,4.15436,3.51829
TAF1B,4.9812,5.57654,4.28177,5.63479,5.74972,5.36775
TAF1C,9.83278,11.1608,10.437,9.58012,8.67899,9.29468
TAF1D,22.3672,21.7275,20.6527,23.2872,25.9856,25.0176
TAF1L,0.150995,0.0830763,0.11941,0.0330133,0.107103,0.104787
TAF2,8.42524,9.4369,8.45898,9.04554,9.74058,7.81083
TAF3,4.37086,4.5191,4.58168,4.87438,4.72626,4.94396
TAF4,4.02154,4.44781,4.11737,3.92527,3.92951,3.72249
TAF4B,0.49897,0.549057,0.335406,0.392737,0.566281,0.573824
TAF5,3.11028,2.83578,3.221,3.01154,3.21169,2.78984
TAF5L,9.01908,8.73245,8.43523,8.78042,8.38659,8.05822
TAF6,28.7368,28.9365,27.8568,24.5841,24.2729,27.0751
TAF6L,8.2145,8.35985,7.60392,7.94185,7.89076,8.04966
TAF7,52.0771,47.0376,49.2058,49.7664,49.9555,50.5963
TAF7L,0.0457543,0.1007,0,0,0.0927317,0
TAF8,7.51459,6.93522,7.68977,6.45626,5.51554,5.76768
TAF9,54.396,49.5182,47.666,67.2529,61.2603,61.3273
TAF9B,10.2987,10.6895,10.7581,8.86301,9.51055,8.90664
TAGAP,0,0,0,0,0.24763,0.030098
TAGLN,154.344,150.405,163.44,235.904,216.936,259.738
TAGLN2,116.673,114.657,116.575,99.7548,95.4069,108.279
TAGLN3,1.82102,1.90366,1.62011,0.0995281,0.27678,0.541597
TAL1,0.0378382,0.0208182,0.074808,0.124093,0.172537,0.15005
TAL2,0,0,0.604807,0.222948,0.413312,0
TALDO1,72.361,68.5791,75.8449,67.8446,64.4789,76.1516
TAMM41,8.21332,7.89617,6.83711,7.84456,5.95722,8.39977
TANC1,8.75124,8.56278,8.47879,7.4766,7.62204,7.51982
TANC2,4.39661,4.73409,4.71157,4.17866,3.80158,4.08586
TANGO2,5.31204,5.70035,6.37941,4.9432,4.31507,5.17928
TANGO6,3.58055,3.5936,3.36444,2.79587,2.91053,2.94511
TANK,10.7735,11.8977,11.3828,15.4516,13.6326,14.2577
TAOK1,11.0007,13.1218,10.9127,13.9554,15.9519,13.5271
TAOK2,19.0612,18.1568,19.9922,20.0641,18.5981,20.183
TAOK3,4.95112,4.39673,4.98017,4.72407,4.40087,3.96125
TAP1,9.14834,8.68568,9.04336,7.54578,6.25812,7.53072
TAP2,5.04859,4.48668,5.06532,4.37546,4.20958,4.23373
TAPBP,29.3736,29.596,32.5422,23.5722,23.5616,23.3926
TAPBPL,5.50894,4.94852,5.61243,4.11729,3.64554,3.23233
TAPT1,4.61726,4.44281,3.97072,4.16479,4.04927,4.16699
TAPT1-AS1,1.50456,1.44909,1.57059,1.52453,1.64949,1.35568
TARBP1,3.8698,4.27853,4.8455,4.311,5.13501,4.16534
TARBP2,21.0136,19.728,19.673,18.8425,19.07,20.3806
TARDBP,29.314,31.037,27.4348,31.576,30.1395,27.1332
TARM1,0,0,0,0,0,0
TARP,0.550812,0.242441,0.435593,0.120428,0.111628,0.218429
TARS,48.7187,47.9963,48.8559,67.7836,68.8636,69.2152
TARS2,8.35419,8.32295,9.04398,7.6427,8.43222,8.14897
TARSL2,6.84381,5.91475,5.60385,7.09626,7.38131,7.27994
TAS1R1,0,0.054589,0,0,0,0
TAS1R2,0,0,0,0,0,0
TAS1R3,0.269746,0.424033,0.304743,0.337009,0.156191,0.11461
TAS2R1,0,0,0.0778981,0.172292,0,0.156248
TAS2R10,0.251791,0.415599,0.373352,0.137628,0.637852,0.374436
TAS2R13,0,0.0696629,0.0625815,0,0,0
TAS2R14,2.05475,1.46301,2.38961,1.05705,1.46971,1.67758
TAS2R16,0,0,0,0,0,0
TAS2R19,0.520916,0.286603,0.901143,0.142365,0,1.03287
TAS2R20,1.3265,1.45966,1.41618,0.928074,0.967787,0.946861
TAS2R3,0.101087,0.222468,0,0.110507,0.102431,0.400866
TAS2R30,0,0.263893,0.118534,0,0.121505,0
TAS2R31,0.554851,0.610548,0.877575,0.121312,0.449787,0.550076
TAS2R38,0,0,0,0,0,0
TAS2R39,0,0,0,0,0,0
TAS2R4,0.390687,1.43302,0.128735,0.28473,0.263923,0.645542
TAS2R40,0,0,0,0,0,0
TAS2R41,0,0,0,0,0,0
TAS2R42,0,0,0.12093,0,0.123961,0
TAS2R43,0,0.121221,0,0,0,0
TAS2R46,0.124857,0.13739,0.246848,0.136492,0.379553,0
TAS2R5,0.479286,1.0548,0.379029,0.838321,1.45699,1.14039
TAS2R50,0.455574,0.125326,0.225173,0,0.115409,0
TAS2R60,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0
TASP1,2.91637,1.95338,2.75756,3.46538,2.65537,3.81313
TAT,0.284383,0.117349,0.1757,0.272024,0.108062,0.281936
TATDN1,14.3526,11.9468,14.0685,17.2542,16.5473,14.6414
TATDN2,11.7733,10.47,11.81,10.7606,9.75942,12.0356
TATDN3,4.45446,3.93746,4.67219,5.58641,4.20447,4.15129
TAX1BP1,36.4775,33.7846,30.6336,45.3517,49.111,42.8177
TAX1BP3,89.2823,85.8075,94.3794,92.294,92.9649,106.642
TAZ,9.09753,10.0131,9.83947,8.06529,8.50098,10.4916
TBATA,0,0,0,0,0,0
TBC1D1,14.0616,13.5268,13.7242,18.8751,17.5472,18.1128
TBC1D10A,10.5765,11.7473,10.055,10.0132,10.0506,11.5728
TBC1D10B,21.0422,20.8876,20.3644,16.44,16.7297,19.8108
TBC1D10C,1.03936,1.21005,1.29084,0.842963,1.46572,0.560378
TBC1D12,2.16097,2.1437,1.89342,2.41603,2.60443,2.30467
TBC1D13,14.5721,14.377,16.0407,13.5811,13.2143,13.8835
TBC1D14,6.15611,6.4543,7.17898,5.8696,6.32454,5.72265
TBC1D15,2.96526,1.91088,2.40605,3.06251,2.75571,2.54995
TBC1D16,16.9657,17.9258,16.0503,16.4248,16.744,18.5271
TBC1D17,12.3703,12.1637,13.308,14.8175,12.4857,15.1335
TBC1D19,3.22779,3.80193,3.64015,2.9819,2.94827,2.79438
TBC1D2,1.7807,1.5958,2.0314,1.76621,1.36168,2.72786
TBC1D20,19.8962,19.8262,21.0606,23.6873,21.4804,22.5821
TBC1D21,0,0,0,0,0,0
TBC1D22A,6.6513,7.01285,6.49997,5.61231,6.32976,6.41855
TBC1D22B,5.82243,5.76314,5.59038,4.75092,4.91187,4.97138
TBC1D23,10.2797,9.9838,8.91894,10.6437,11.3025,9.92494
TBC1D24,5.40964,5.47026,5.18178,4.83726,4.99413,4.80141
TBC1D25,5.45906,5.59182,5.96839,6.02279,6.29644,6.6591
TBC1D26,0.163479,0.479705,0.215471,0.119142,0.110436,0.108048
TBC1D28,0.0511471,0,0,0,0,0.0507069
TBC1D29,0,0,0.38587,0,0,0
TBC1D2B,15.5945,16.5553,15.8062,21.4535,20.6904,22.3888
TBC1D3,0,0,0,0,0,0
TBC1D30,0.250187,0.222863,0.223763,0.325598,0.362166,0.236223
TBC1D3B,0,0,0,0,0,0
TBC1D3C,0,0,0,0,0,0
TBC1D3F,0,0,0,0,0,0
TBC1D3G,0,0,0,0,0,0
TBC1D3H,0,0,0,0,0.0875315,0
TBC1D3P1-DHX40P1,0,0,0.0969057,0,0,0
TBC1D3P2,0.0488362,0.0537385,0.0482758,0.0533873,0,0
TBC1D3P5,0.252195,0.138755,0.0934878,0.137848,0.0958313,0.0312531
TBC1D4,5.89569,5.93607,6.11944,7.25074,8.39365,6.79476
TBC1D5,15.2219,15.1993,15.3149,17.2507,15.4317,14.931
TBC1D7,14.0262,12.8553,15.9476,11.7077,12.0981,15.4682
TBC1D8,3.26888,2.98907,3.04932,3.92582,4.19878,3.99388
TBC1D8B,5.91302,5.52106,4.98595,3.37079,4.01099,2.80795
TBC1D9,12.4082,12.5948,12.6396,11.1973,12.016,12.0288
TBC1D9B,34.6747,33.2917,35.9499,31.4071,28.5379,30.737
TBCA,89.0412,87.0694,79.5379,84.2075,83.8501,85.8175
TBCB,43.1785,41.0731,39.5788,40.8826,35.9425,44.0097
TBCC,14.0439,14.3498,11.8375,12.8167,12.7695,11.5611
TBCCD1,4.84691,6.56673,4.93431,5.33775,5.64392,5.16379
TBCD,19.5368,19.4426,19.4399,15.2787,14.01,16.6655
TBCE,10.69,9.9489,8.72727,11.6281,10.8861,11.1253
TBCEL,7.2853,6.89942,5.86457,9.66813,9.0413,7.34011
TBCK,11.4246,10.721,9.66558,11.3432,12.6178,10.1401
TBK1,7.55535,6.92814,7.40641,6.77962,7.40068,6.92856
TBKBP1,15.9134,16.9771,17.6258,18.3053,18.9804,19.8293
TBL1X,22.4711,23.0719,22.8809,23.0163,22.751,24.2595
TBL1XR1,12.0305,10.9714,10.4784,13.4174,15.5535,12.1397
TBL1Y,0,0,0,0,0,0
TBL2,21.4566,22.6589,21.1154,24.6814,24.3381,27.209
TBL3,14.9986,16.3788,16.1777,11.3736,12.1585,13.8154
TBP,8.91315,9.40032,10.6575,6.94313,8.59905,8.94232
TBPL1,10.9151,9.70524,8.89235,9.70343,10.8497,8.95987
TBPL2,0,0,0.0821774,0,0,0
TBR1,0,0,0,0,0.0308409,0
TBRG1,6.96747,7.46229,7.00683,8.12532,8.49517,7.33197
TBRG4,19.0815,16.4065,20.0899,14.5668,16.4257,16.4291
TBX1,0.204619,0.195066,0.0674236,0.1802,0.297309,0.314837
TBX10,0.134993,0.0742718,0.0667219,0.0737864,0.0683944,0.0669155
TBX15,0.110317,0.0606955,0.0272628,0.0904481,0.111785,0.246077
TBX18,0.511033,0.323766,0.428628,3.25036,3.49929,3.3008
TBX19,1.03997,1.41138,1.54206,1.36426,1.68609,1.40906
TBX2,31.8925,33.5216,36.1877,26.6795,28.6392,31.6464
TBX20,1.62426,2.52674,2.15916,8.44908,10.3854,11.1604
TBX21,0,0,0,0.041895,0,0.0379938
TBX22,0,0,0,0,0,0
TBX3,7.11326,6.21099,5.73523,15.648,14.5103,13.8087
TBX4,5.76688,6.69832,4.82977,8.36195,7.7509,9.48905
TBX5,0.12859,0.116225,0.101699,0,0,0.0261712
TBX5-AS1,0,0,0,0,0,0
TBX6,1.1923,0.93713,0.336747,0.372402,0.287657,0.337725
TBXA2R,0.567923,0.708442,0.636249,0.741639,0.65219,0.672559
TBXAS1,0.332201,0.322858,0.331473,0.64156,0.467201,0.457099
TC2N,0.0391456,0.129239,0.0580476,0.106994,0.218193,0.0970307
TCAIM,9.91677,9.41688,9.26336,9.2254,9.16801,8.71421
TCAM1P,0.379023,0.352906,0.25939,0.127491,0.206805,0.202333
TCAP,1.3138,1.70854,0.590331,0.783402,0.242052,0.355227
TCEA1,28.9934,28.7988,28.0295,34.3558,36.4231,36.1221
TCEA2,18.3944,21.2918,20.4311,18.0058,17.0388,20.7198
TCEA3,2.16619,1.87802,1.68711,1.79398,1.66289,1.88724
TCEAL1,19.7678,18.0433,18.0196,27.7044,27.4184,25.7253
TCEAL2,0.606519,0.222468,0.999266,0.33152,0.512157,0.801733
TCEAL3,26.8388,21.769,24.0543,33.3672,30.5792,41.9768
TCEAL4,94.9816,84.5934,90.0356,135.954,121.826,138.773
TCEAL5,0.471325,0.207455,1.1182,0.309148,0.668634,0.560722
TCEAL6,0,0,0,0.0746746,0.138435,0.067721
TCEAL7,8.0506,7.33137,6.95201,11.9368,12.8461,11.5592
TCEAL8,115.563,108.728,115.694,129.264,130.411,120.864
TCEANC,2.12456,1.59656,2.20262,2.37919,2.52038,2.72274
TCEANC2,2.19169,2.43735,2.35092,2.57435,1.98459,2.08037
TCEB1,18.377,18.0122,17.4965,19.0611,19.5149,19.8537
TCEB2,176.008,147.191,170.435,168.554,139.349,190.276
TCEB3,9.06012,9.65343,9.95969,10.8048,11.141,10.6343
TCEB3B,0,0,0,0,0,0
TCEB3C,0,0,0,0,0,0
TCEB3CL,0,0,0,0,0,0
TCEB3CL2,0,0,0,0,0,0
TCERG1,19.2471,17.6885,17.6059,17.6726,18.1461,17.2959
TCERG1L,0,0,0,0,0,0
TCF12,34.0366,34.1894,32.884,28.9551,30.7849,28.1808
TCF15,0.797856,0.877946,0.2629,0.193824,0.17966,0.703102
TCF19,6.46491,6.92522,7.28958,5.56051,5.66906,5.51254
TCF20,10.8669,10.746,11.1123,8.95087,8.94089,10.3166
TCF21,3.50693,4.49764,4.23142,37.6828,33.8054,34.7863
TCF23,0.31137,0,0,0.340387,0.631026,0
TCF24,0,0.0444601,0.0798812,0.0441695,0.0409418,0.0400565
TCF25,75.7299,74.537,81.5394,72.312,71.6365,82.2576
TCF3,37.2243,36.6963,40.2313,27.4313,27.4376,30.9205
TCF4,12.3187,12.2144,11.4671,14.5126,15.7397,13.5313
TCF7,1.55334,2.20653,2.19313,1.76532,1.81896,1.81294
TCF7L1,16.0847,16.117,18.181,16.7062,14.13,16.4104
TCF7L2,12.5902,13.4871,15.2018,15.4294,15.7135,15.9911
TCFL5,6.52806,8.42492,6.85149,8.98658,9.1057,9.42816
TCHH,0,0,0,0.0146135,0,0
TCHHL1,0,0,0,0,0,0
TCHP,4.77016,5.17993,4.77747,3.9786,4.80183,4.68305
TCIRG1,25.1198,26.9092,26.5068,22.2194,21.7877,23.0948
TCL1A,0.192202,0.0704985,0.253329,0.280151,0.0649197,0.31758
TCL1B,0,0,0,0,0,0
TCL6,0.116998,0.160928,0.0578278,0.0959259,0.0592774,0.144989
TCN1,0.0665564,0,0,0,0,0.0659836
TCN2,21.4547,18.7007,21.2238,7.75285,7.08786,8.62021
TCOF1,20.3374,18.4482,21.7253,16.2664,15.8848,18.0587
TCP1,75.0404,66.4236,63.7001,75.7377,73.6787,70.6455
TCP10,0,0,0,0,0,0
TCP10L,0.473239,0.400572,0.431823,0.119386,0.147549,0.180449
TCP10L2,0,0,0,0,0,0
TCP11,0,0.126945,0.228147,0,0.0584117,0
TCP11L1,5.45432,5.6456,6.14995,6.16601,5.88011,6.04647
TCP11L2,4.00996,4.8587,3.91941,3.25079,3.92635,2.90342
TCTA,7.14527,6.68058,7.61726,9.85326,10.7895,12.1767
TCTE1,0.122681,0,0,0.0670568,0.0621566,0.182438
TCTE3,1.00105,0.18359,0.164928,0.54717,0.338124,0.496219
TCTEX1D1,0,0.290833,0.261269,0.0963105,0.0446363,0.0873423
TCTEX1D2,11.9305,11.3295,12.1193,10.0049,6.74065,9.38397
TCTEX1D4,0.256679,0.282445,0.338312,0.187066,0.260094,0.25447
TCTN1,12.5097,14.9505,11.6386,14.7829,12.7538,13.2621
TCTN2,5.73093,6.09001,5.6668,4.68957,4.58935,3.99118
TCTN3,21.8023,20.9969,19.2518,21.1337,18.9001,20.2305
TDG,14.4202,15.1121,12.2478,13.2835,13.3414,10.8923
TDGF1,0.0578226,0.0636269,0.171481,0.379277,0.17578,0.171979
TDGF1P3,0.0724285,0.199248,0.178994,0.237534,0.146784,0.14361
TDH,0,0.0865625,0,0.171993,0,0
TDO2,8.95737,8.85755,6.64094,14.7543,16.3746,13.3804
TDP1,7.3615,5.61465,5.67882,4.52877,5.03597,4.92208
TDP2,12.2313,14.0392,12.3515,13.2559,12.394,11.4988
TDRD1,0,0,0,0.0230446,0.0854425,0.083595
TDRD10,0.0853224,0.140833,0,0.0932735,0.259382,0.169181
TDRD12,0,0.0706481,0,0,0,0
TDRD3,6.21061,6.01381,5.909,5.62851,5.23324,5.08576
TDRD5,0,0,0.026129,0,0,0
TDRD6,0.0209002,0.0575133,0.112523,0.0226249,0.0847455,0.0414514
TDRD7,3.34186,3.1159,3.17742,2.482,2.55913,1.97268
TDRD9,0.0398126,0.043809,0,0.0435227,0,0
TDRG1,0,0,0,0,0,0
TDRKH,1.49433,1.03353,1.62856,1.15212,0.774529,0.809748
TEAD1,22.1542,25.3649,22.426,28.7328,30.9771,29.0958
TEAD2,54.928,56.3453,57.5865,46.0442,48.2885,49.998
TEAD3,26.7029,24.1159,26.4287,25.7738,27.6521,30.4441
TEAD4,6.02283,6.77701,6.85313,5.24073,6.04241,4.63587
TEC,0.132852,0.11695,0.0787966,0.058093,0.107696,0.0263418
TECPR1,6.40566,5.8769,6.91517,4.01172,4.16678,4.69387
TECPR2,8.26962,8.93153,8.10901,7.47012,7.96204,8.11172
TECR,73.2963,66.1869,80.6454,68.8194,63.0903,75.1734
TECRL,0.278175,0.15305,0.206237,0.152049,0,0
TECTA,0.536212,0.478409,0.573036,0.237641,0.35244,0.34482
TECTB,0,0,0,0,0,0
TEDDM1,0.197624,0.260954,0.234428,0.216041,0.120152,0.235108
TEF,2.33856,2.81158,2.89379,1.68288,1.49398,1.8475
TEFM,5.35411,5.10016,6.00363,4.71739,5.26339,5.38726
TEK,5.67952,4.42957,4.76727,33.1789,33.8641,33.448
TEKT1,0,0,0,0,0,0
TEKT2,0.556094,0.305958,0.618426,0.303958,0.140873,0.137827
TEKT3,0.287112,0.442306,0.737925,0.313868,0.116373,0.341569
TEKT4,0,0,0,0,0,0
TEKT4P2,0,0,0,0,0,0
TEKT5,0.0645685,0,0,0.0705856,0.196283,0.0640128
TELO2,11.4178,12.4361,12.0335,8.5118,9.56785,10.7147
TEN1,10.5221,12.1529,10.6984,12.6044,10.9771,11.7067
TEN1-CDK3,1.46084,0.550145,0.812771,0.764141,1.18127,1.09472
TENC1,18.5025,20.6248,19.4919,26.0932,24.4695,26.8266
TENM1,0.779881,1.15921,0.984742,0.430851,0.290428,0.234411
TENM2,0.961604,0.941737,0.865018,1.09326,0.818494,0.896129
TENM3,14.4149,15.73,15.2226,6.05436,6.80892,6.57683
TENM4,7.51128,7.74121,7.47889,3.16103,2.53707,2.45523
TEP1,3.66087,3.82837,3.62742,3.13161,3.06062,3.23469
TEPP,0.814792,0.821866,0.738321,0.445355,0.412811,0.875096
TERC,0,0,0.361612,0.799799,0.370677,0.362662
TERF1,11.9245,11.4317,10.5506,15.6632,16.6603,14.6904
TERF2,11.4304,9.63099,10.4598,10.9604,10.5897,10.7168
TERF2IP,38.8431,36.2171,40.6694,38.6437,36.2856,37.5518
TERT,0,0,0,0,0,0
TES,14.7034,15.2501,13.237,14.457,16.7035,14.7281
TESC,0,0,0.122071,0.270002,0.112382,0
TESK1,13.7773,16.9743,14.2788,13.5164,14.1196,13.6587
TESK2,1.95927,2.46891,2.12422,2.38368,2.01736,2.85096
TESPA1,0.18631,0.146435,0.0789257,0.11638,0.21576,0.131931
TET1,3.86175,4.55825,3.69306,2.94138,2.78528,2.41801
TET2,3.7536,4.39379,4.02791,4.64119,4.88054,4.32351
TET3,5.76155,5.94134,5.5289,5.85647,5.61628,5.18586
TEX10,10.0498,9.31292,7.93527,11.5685,10.9718,8.92241
TEX101,0.197354,0.144777,0.0650299,0.215746,0.26664,0.456531
TEX11,0.0927378,0.0340156,0.244463,0.0675866,0.156619,0.0919396
TEX12,0,0,0,0,0.0977518,0
TEX13A,0,0,0,0,0,0
TEX13B,0.0868696,0,0.0858727,0,0,0
TEX14,0.039425,0.108468,0.155912,0.172419,0.119863,0.175911
TEX15,0.00916286,0.0504132,0.0362309,0.0601004,0.0928477,0.027252
TEX19,0.15716,0.11529,0.0517854,0.0572684,0.106167,0.103871
TEX2,9.25206,8.6271,8.42965,11.1501,10.2976,10.5354
TEX21P,0.323424,0,0.426284,0.353564,0.218485,0.21376
TEX22,0.460078,0.590638,0.416899,0.754429,0.621599,0.760198
TEX26,0,0.125641,0,0,0,0.113197
TEX26-AS1,0.0488625,0,0,0,0,0
TEX261,25.4811,23.5237,26.7772,28.734,28.2625,30.5247
TEX264,22.0548,24.8381,27.3297,26.1096,27.0226,28.8216
TEX28,0,0,0,0,0,0
TEX29,0.5381,0,0.354617,0,0.363506,0
TEX30,4.50529,4.32466,5.78019,4.61077,4.37097,4.75161
TEX33,0,0,0,0,0,0
TEX35,0.261546,0,0.129253,0.285919,0.66262,0.259295
TEX36,0,0,0,0,0,0
TEX37,0,0,0,0,0,0
TEX38,0.138366,0,0,0.15126,0,0.137175
TEX40,0,0.184608,0,0,0,0
TEX9,0.449783,0.494933,0.889243,0.819496,0.607689,0.668868
TF,0.561295,0.308819,0.520175,0.421851,0.248833,0.417348
TFAM,4.37047,4.64365,4.14517,4.47575,4.96181,4.11311
TFAMP1,0.404498,0.692382,0.710856,0.343928,0.637591,0.401017
TFAP2A,0.154033,0.0677938,0,0.137659,0.156082,0.18325
TFAP2B,0,0.053839,0,0,0,0
TFAP2C,0.0682116,0.112588,0.0337144,0.0372841,0,0
TFAP2D,0,0,0,0,0.0500785,0
TFAP2E,0.732155,0.453178,0.407111,0.450216,0.231842,0.362927
TFAP4,4.45264,5.67322,4.86486,7.73689,6.88655,7.29524
TFB1M,3.35352,2.92137,3.21144,2.44402,2.05304,2.14717
TFB2M,6.36583,6.68931,7.08647,8.58911,6.91543,8.24416
TFCP2,8.68888,9.56094,9.30206,8.81869,8.41147,8.51156
TFCP2L1,0.0299883,0.0439981,0.0296442,0.0218553,0.0202582,0.0198202
TFDP1,34.3057,33.4338,31.7969,42.5591,38.2532,40.8967
TFDP2,6.62136,6.70282,6.86134,7.51337,7.40677,6.59447
TFDP3,0,0,0,0,0,0
TFE3,50.1484,50.6413,53.2585,40.0117,40.3756,45.174
TFEB,5.13945,4.67075,5.78448,5.06337,3.85201,4.77532
TFEC,0,0.0163592,0,0,0,0
TFF1,0,0,0,0,0,0
TFF2,0,0,0,0,0,0
TFF3,0,0,0,0,0,0
TFG,87.7603,89.6613,87.6873,79.4455,88.6026,83.0071
TFIP11,15.9171,13.5216,15.5606,13.329,13.3163,13.8983
TFPI,25.953,26.2523,22.9055,49.9181,54.5544,41.2932
TFPI2,5.8017,8.24718,6.92823,31.5439,28.8293,28.5575
TFPT,11.1434,9.27126,12.8067,9.70586,7.61957,11.8558
TFR2,0.120248,0.13232,0.0792446,0,0.081231,0.0397361
TFRC,26.4192,28.0472,25.6388,40.454,43.4176,39.6751
TG,0.165081,0.133211,0.108791,0.216557,0.211884,0.174571
TGDS,6.67934,7.70262,6.39141,8.64531,8.71745,7.09863
TGFA,0.0442295,0.0486694,0.043722,0.0725269,0.022409,0
TGFB1,79.1945,74.1376,88.3973,84.7357,81.4459,97.713
TGFB1I1,44.5504,44.011,51.5297,43.3377,40.4377,50.9721
TGFB2,32.5465,35.0481,33.0735,14.9011,16.2894,16.0147
TGFB3,3.47319,3.85536,3.61403,3.86346,3.64288,3.89636
TGFBI,958.174,906.499,937.901,864.566,827.516,871.681
TGFBR1,15.216,16.0273,14.7989,25.253,25.7916,22.9308
TGFBR2,26.2268,26.8102,24.9063,30.5866,33.7513,30.4116
TGFBR3,12.3681,13.0626,13.2197,121.291,119.439,106.881
TGFBR3L,2.06903,1.80241,1.96007,2.07336,2.0092,1.96576
TGFBRAP1,6.10961,6.72979,6.69566,6.64973,7.79697,6.58455
TGIF1,34.0402,35.5247,35.5075,27.9257,31.0297,29.8366
TGIF2,10.6592,9.41907,11.1628,10.541,9.37167,10.5992
TGIF2-C20orf24,3.22051,0.369526,4.16006,4.92254,1.18063,0.204792
TGIF2LX,0,0,0,0,0,0
TGIF2LY,0,0,0,0,0,0
TGM1,0.141087,0.426936,0.313803,0.269911,0.393151,0.244777
TGM2,43.9832,42.854,42.6237,119.786,113.04,130.684
TGM3,0.110092,0,0,0,0,0
TGM4,0.0324714,0.0714618,0.0320988,0.0354974,0,0.0321919
TGM5,0,0.0430944,0,0,0,0
TGM6,0,0,0,0,0,0
TGM7,0,0,0,0,0,0
TGOLN2,32.9094,32.8547,33.9292,33.1134,33.1322,31.5691
TGS1,6.94791,7.55946,6.68812,7.39626,7.59409,7.06871
TH,0.112486,0.0618835,0,0,0,0
THADA,5.5143,5.49874,5.03746,5.2721,5.06851,4.3897
THAP1,4.02374,4.0693,4.15826,5.35654,5.24616,4.64873
THAP10,1.08314,1.19186,1.16804,1.507,1.69621,1.56191
THAP11,19.6351,21.7842,20.6896,18.5164,17.054,19.6801
THAP2,1.62514,1.61591,1.45165,0.856187,1.19043,1.1841
THAP3,12.0835,10.9752,11.6302,10.7648,8.54076,9.67959
THAP4,27.7629,31.409,29.7878,25.5343,25.9945,28.9991
THAP5,7.3603,8.1456,6.64823,7.09415,7.1277,6.59525
THAP6,2.93222,2.84174,2.76561,3.61718,3.54367,3.01366
THAP7,16.8957,19.4,19.6065,17.4377,14.5683,18.4149
THAP7-AS1,3.39399,3.6278,3.38173,3.52897,3.69272,3.88576
THAP8,5.87696,4.7424,4.09433,5.32327,5.27456,6.54775
THAP9,1.16005,0.963887,0.912711,1.29404,1.12751,1.1266
THAP9-AS1,13.7616,14.1434,14.4928,10.5271,10.7959,11.9196
THBD,0.521656,0.965398,0.445351,0.699875,0.720812,0.916794
THBS1,35.313,36.551,33.4138,93.3207,91.5896,87.2408
THBS2,12.9728,13.6156,13.4483,15.7929,16.5753,17.1642
THBS3,14.4129,14.8786,14.0748,14.3381,15.3918,16.0562
THBS4,0.872696,0.629161,1.21965,0.592151,0.64036,0.268506
THEG,0,0,0,0,0,0
THEG5,0,0,0,0,0,0
THEGL,0.143756,0.0790931,0.0710531,0,0.364171,0
THEM4,5.64714,5.40961,5.78106,5.09455,5.68524,5.01876
THEM5,0,0,0.285477,0,0,0.190871
THEM6,1.36556,1.89041,1.08862,1.15573,1.29445,1.61583
